城市,名字,评分,户型,出租类型,可住几人,价格,图片地址
shanghai,海迪王国森林木屋双床房-滑滑梯,"
                                        4.7
                                    ",1室,整租,宜住3人,￥488,//pics.muniao.com//UploadFiles/root/room/444295/thumb/bf0d6ce374e24e12bc6804be8f941c7a.jpg_414_262.jpg
shanghai,【五斗匠·暖日】已消毒|静安寺|南京西路|长宁妇幼保健医院|2号线|外滩|新天地|陆家嘴|迪士尼,"
                                        5.0
                                    ",1室,整租,宜住2人,￥488,//pics.muniao.com//UploadFiles/root/room/638011/thumb/37b61912ea414cf2848ef9c973402df6.jpg_414_262.jpg
shanghai,迪士尼若初·星云•双床•含4早免费接送机迪士尼•泳池滑梯,"
                                        4.8
                                    ",2室,单间出租,宜住4人,￥938,//pics.muniao.com//UploadFiles/root/room/514128/thumb/88c27a11abac47649dc384cfd1578136.jpg_414_262.jpg
shanghai,迪士尼若初·芷晴•全景星空房•免费接送机迪士尼•泳池滑梯,"
                                        4.9
                                    ",14室,单间出租,宜住2人,￥758,//pics.muniao.com//UploadFiles/root/room/513975/thumb/3c26c69f32c24e06bb55602d73775f53.jpg_414_262.jpg
shanghai,迪士尼若初·闻竹•双床星空房•免费早餐接送迪士尼•泳池滑梯,"
                                        5.0
                                    ",2室,单间出租,宜住4人,￥958,//pics.muniao.com//UploadFiles/root/room/514104/thumb/2264a272ac1245209b30a8fc71c5d9e0.jpg_414_262.jpg
shanghai,浅藏·大草坪·独栋·聚会·团建·小会议·轰趴烧烤·KTV棋牌室-花园别墅,"
                                        5.0
                                    ",10室,整租,宜住20人,￥6431,//pics.muniao.com//UploadFiles/root/room/491149/thumb/42fb5633e48f46d88ecd077ea4221eda.jpeg_414_262.jpeg
shanghai,迪士尼若初·青筠•免费早餐接送迪士尼•泳池滑梯,"
                                        5.0
                                    ",14室,单间出租,宜住2人,￥558,//pics.muniao.com//UploadFiles/root/thumb/201231/433ea63d1bd24735b3b73a99cdbf4adf.jpg_414_262.jpg
shanghai,迪士尼若初·宛烟•落地窗•免费早餐接送迪士尼•泳池滑梯,"
                                        5.0
                                    ",14室,单间出租,宜住2人,￥688,//pics.muniao.com//UploadFiles/root/room/514270/thumb/e848810531f5415ba9f499d4f30924cf.jpg_414_262.jpg
shanghai,【迪尚】唐老鸭米奇梦幻主题. 1.8m/1.35m三床房 独卫住5人48㎡浦东机场/迪士尼乐园/川沙,"
                                        5.0
                                    ",1室,整租,宜住4人,￥218,//pics.muniao.com//UploadFiles/root/room/444663/thumb/2ad00ecfb714455aa40b0f4607252012.jpg_414_262.jpg
shanghai,(米奇王国)迪士尼乐园度假区附近卡通亲子主题别墅套房，含早餐乐园接送（总店）,"
                                        5.0
                                    ",1室,整租,宜住4人,￥900,//pics.muniao.com//UploadFiles/root/room/378201/thumb/b43baa9041304e10a3a34380ddac0b34.jpg_414_262.jpg
shanghai,（维尼小熊乐园）别墅亲子房，接送乐园含早（总店）,"
                                        4.8
                                    ",1室,整租,宜住4人,￥950,//pics.muniao.com//UploadFiles/thumb/image/20190304/ef91f8ed25934ccba1590b92e8af097120190304154639490.jpg_414_262.jpg
shanghai,（艾莎公主城堡）别墅主题房，大床双层床（总店）,"
                                        4.8
                                    ",1室,整租,宜住4人,￥950,//pics.muniao.com//UploadFiles/thumb/image/20190304/97051a4786144ec18d4a9270a0db4a7f20190304154238837.jpg_414_262.jpg
shanghai,香墅-大草坪四合院式轰趴别墅/ktv台球德州麻将乒乓球/会议室/生日派对公司年会,"
                                        5.0
                                    ",8室,整租,宜住20人,￥22800,//pics.muniao.com//UploadFiles/root/room/1089014/thumb/89181271cd3345cba69702548f006b06.jpg_414_262.jpg
shanghai,同济大学樱花烂漫，8号线10号线地铁口两居,"
                                        4.8
                                    ",2室,整租,宜住4人,￥398,//pics.muniao.com//UploadFiles/root/room/172252/thumb/ba505205376346de9b0fe2807c89a74d.jpg_414_262.jpg
shanghai,【迪士尼乐园接送】毅墅米奇米妮亲子家庭房,"
                                        5.0
                                    ",1室,整租,宜住4人,￥338,//pics.muniao.com//UploadFiles/root/room/254314/thumb/413342551dcd480ab89b688ab905796d.jpg_414_262.jpg
shanghai,【永欣高端 】新国际博览中心第一妇婴医院迪士尼乐园地铁7、11、13陆家嘴城隍,"
                                        5.0
                                    ",1室,整租,宜住2人,￥238,//pics.muniao.com//UploadFiles/thumb/image/20181008/ebb8f430c4fe40f5b3a2373c00c7f73220181008212620100.jpg_414_262.jpg
shanghai,【魔都之旅】外滩5分钟步行地铁10分钟邻南京路豫园城隍庙东方明珠地铁直达迪士尼,"
                                        4.9
                                    ",1室,整租,宜住3人,￥458,//pics.muniao.com//UploadFiles/root/room/172332/thumb/5e2b9b3301864216a7b285abbe47e55c.jpg_414_262.jpg
shanghai,迪斯尼附近 陈桥村 民宿奕舍 四房五卫 可做饭,"
                                        4.9
                                    ",4室,整租,宜住8人,￥1485,//pics.muniao.com//UploadFiles/root/room/86610/thumb/67f3df9725774dc19c3870e62a5614f2.jpg_414_262.jpg
shanghai,清新一居室︱崇明生态民宿︱旅游烧烤垂钓,"
                                        5.0
                                    ",1室,整租,宜住3人,￥258,//pics.muniao.com//UploadFiles/thumb/image/20180506/2c7fd2fdfe544850846a68f0457a7bf320180506142841748.jpg_414_262.jpg
shanghai,上海迪士尼车程10分钟/现代黑白百寸投影套房,"
                                        5.0
                                    ",2室,整租,宜住4人,￥666,//pics.muniao.com//UploadFiles/thumb/image/20180717/750af1d3e56249ba917a811f57baf90d20180717004544788.jpg_414_262.jpg
shanghai,巴黎春天/亚新生活广场玉佛寺/一室,"
                                        5.0
                                    ",1室,整租,宜住2人,￥338,//pics.muniao.com//UploadFiles/root/room/176733/thumb/e97305bf18054c66833d2617bc87dd96.jpg_414_262.jpg
shanghai,肿瘤医院隔壁超大一室一厅 干净整洁 可做饭洗衣上网可住五人位于479号线东安路站,"
                                        4.7
                                    ",1室,整租,宜住5人,￥438,//pics.muniao.com//UploadFiles/root/room/76952/thumb/3ae1c89bf695421b9f48f825c291e7f1.jpg_414_262.jpg
shanghai,地铁口100米/免费停车/车位充足/超大复式两房一厅/可做饭/带宠物/高性价比,"
                                        4.9
                                    ",2室,整租,宜住4人,￥328,//pics.muniao.com//UploadFiles/root/room/73144/thumb/4e07454d07ef4280a84914cb3195dc6f.jpg_414_262.jpg
shanghai,【迪士尼乐园接送】毅墅蓝色地中海大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥238,//pics.muniao.com//UploadFiles/thumb/image/20181014/4ea928dc8dcf4b14b71fab8e9b37e9e420181014095837099.jpg_414_262.jpg
shanghai,〔馨*家〕肇嘉浜路/斜土路/东安路地铁口斜对面～精装电梯两房,"
                                        4.8
                                    ",2室,整租,宜住4人,￥570,//pics.muniao.com//UploadFiles/root/room/80088/thumb/2663a818721d425d816a0768a3449a30.jpg_414_262.jpg
shanghai,【迪士尼乐园接送】毅墅哆啦a梦亲子房,"
                                        4.9
                                    ",1室,整租,宜住4人,￥338,//pics.muniao.com//UploadFiles/thumb/image/20181014/c8656945cf1442a2b37b1da7ebd2457a20181014093736996.jpg_414_262.jpg
shanghai,DSN一间一舍轻奢北欧标准房赠接送含早,"
                                        5.0
                                    ",1室,整租,宜住2人,￥497,//pics.muniao.com//UploadFiles/thumb/image/20181030/b1dedd9d4a54483ea81ab6405019351520181030092306910.jpg_414_262.jpg
shanghai,欧式大床房【庭院 大窗】近乐园,"
                                        5.0
                                    ",1室,整租,宜住2人,￥238,//pics.muniao.com//UploadFiles/root/room/174962/thumb/e0b49b374b5543ec8d04c51f3d80fa2c.jpg_414_262.jpg
shanghai,江宁路地铁站 近火车站、南京西路 静安日光暖房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥505,//pics.muniao.com//UploadFiles/root/room/146655/thumb/63fcc4a0ecc4476fae0342e6d6da47a0.jpg_414_262.jpg
shanghai,地铁7号线 13号线  上海站 南京西路 北欧风公寓,"
                                        5.0
                                    ",1室,整租,宜住2人,￥535,//pics.muniao.com//UploadFiles/root/room/159572/thumb/235c27bf067e4b61a933c0ec7b2d3d70.jpg_414_262.jpg
shanghai,1号线黄陂南路1号口旁整洁三张床（送彩票）,"
                                        4.6
                                    ",1室,整租,宜住4人,￥638,//pics.muniao.com//UploadFiles/root/room/267060/thumb/4af985923a61498b91836a2882a3dc03.jpg_414_262.jpg
shanghai,地铁9号线泗泾站美式阁楼木屋1房1厅1卫佘山欢乐谷,"
                                        5.0
                                    ",1室,整租,宜住4人,￥278,//pics.muniao.com//UploadFiles/root/room/150502/thumb/267967b78cc8416b901c1edf480d0ed8.jpg_414_262.jpg
shanghai,天华学院，百度公司附近精装loft,"
                                        5.0
                                    ",2室,整租,宜住3人,￥268,//pics.muniao.com//UploadFiles/thumb/image/20171202/004f0c5a212b4c44a138372acc99cfca20171202131956704.jpg_414_262.jpg
shanghai,地铁房黄金商圈 背景音乐 私人家庭影院大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥449,//pics.muniao.com//UploadFiles/root/room/100152/thumb/b1d64b5af93746219d68c446652a6b16.jpg_414_262.jpg
shanghai,老洋房一隅（柠檬レモン趣屋) 一居室,"
                                        4.5
                                    ",1室,整租,宜住2人,￥368,//pics.muniao.com//UploadFiles/root/room/165437/thumb/e8522bb47f4b49119ce640901effd276.jpg_414_262.jpg
shanghai,迪斯尼|新国际博览中心@11号线秀沿路地铁站.仰望星空阁楼房,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥148,//pics.muniao.com//UploadFiles/thumb/image/20180921/08edef33deaa462ca955a60b6754550820180921223828032.jpg_414_262.jpg
shanghai,徐汇区东安路4.7号沿线地铁一房双床,"
                                        4.9
                                    ",2室,整租,宜住4人,￥420,//pics.muniao.com//UploadFiles/root/room/60523/thumb/2f6ca8761cec42ac9bcea9f734880488.jpg_414_262.jpg
shanghai,浦东周浦万达地铁口温馨大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥197,//pics.muniao.com//UploadFiles/root/room/77748/thumb/9bb64594bf264075a1fe019108b0aedc.jpg_414_262.jpg
shanghai,朱家角度假区附近 温馨榻榻米大床房 ,"
                                        5.0
                                    ",1室,整租,宜住2人,￥298,//pics.muniao.com//UploadFiles/root/room/87404/thumb/af98b899040444d4956d16acfa4282c9.jpg_414_262.jpg
shanghai,地铁9号线，台儿庄一居室,"
                                        5.0
                                    ",1室,整租,宜住3人,￥568,//pics.muniao.com//UploadFiles/thumb/image/20181007/1b4a879938e64654a9507b61a837a9ae20181007142505596.jpg_414_262.jpg
shanghai,地铁9号线 徐家汇 附近一居室整租,"
                                        4.6
                                    ",1室,整租,宜住2人,￥89,//pics.muniao.com//UploadFiles/root/room/32007/thumb/9971307947394a7faa7fd4f068452331.jpg_414_262.jpg
shanghai,╮(╯▽╰)╭上海迪士尼乐园  上海野生动物园 特色温馨名宿 哈喽凯蒂！！！,"
                                        4.8
                                    ",1室,整租,宜住2人,￥138,//pics.muniao.com//UploadFiles/root/thumb/190828/5a86169cd613449d87d58fe8b8a40ac0.jpg_414_262.jpg
shanghai,近迪士尼豪装温馨大三房,"
                                        5.0
                                    ",3室,整租,宜住6人,￥598,//pics.muniao.com//UploadFiles/root/room/165670/thumb/86456f37fa2a4714a50282040fdb3927.jpg_414_262.jpg
shanghai,6134私人投影影院*淮海路商圈*地铁5分钟*行李,"
                                        4.8
                                    ",1室,整租,宜住2人,￥457,//pics.muniao.com//UploadFiles/root/room/96351/thumb/9928c12ff10c472f817f5307bc7b5a90.jpg_414_262.jpg
shanghai,北外滩·智慧树｜特大床~新华医院对面，双地铁8/18号江浦路站50米,"
                                        5.0
                                    ",1室,整租,宜住2人,￥398,//pics.muniao.com//UploadFiles/root/room/251981/thumb/34f47d2281c141d7a53cb36e40a53f57.jpg_414_262.jpg
shanghai,艾聚会别墅轰趴海湾棕榈滩高尔夫水晶宫馆,"
                                        5.0
                                    ",6室,整租,宜住20人,￥4580,//pics.muniao.com//UploadFiles/thumb/image/20181005/821c71d322ae4097a70feeaa05cb7c4120181005151122599.jpg_414_262.jpg
shanghai,地铁13号线/7号线 近南京西路 静安寺 火车站英伦一居,5.0,1室,整租,宜住2人,￥368,//pics.muniao.com//UploadFiles/root/room/165266/thumb/0ea6670928084da98b878792bd3cec4b.jpg_414_262.jpg
shanghai,地铁9号线泗泾站地中海风情房,"
                                        5.0
                                    ",3室,单间出租,宜住2人,￥168,//pics.muniao.com//UploadFiles/thumb/image/20171230/b36b0d44414841218ca88dff87343dc220171230062121547.jpg_414_262.jpg
shanghai,嘉善路地铁口近日月光田子坊及中山医院大床房,"
                                        4.6
                                    ",1室,整租,宜住2人,￥399,//pics.muniao.com//UploadFiles/thumb/image/20180309/7e0a52cb47074e18adf587da31da2fc120180309004318563.jpg_414_262.jpg
shanghai,效东村红梅 缘来别墅 七室三厅,"
                                        4.9
                                    ",7室,整租,宜住17人,￥2080,//pics.muniao.com//UploadFiles/root/room/91552/thumb/0487517656ea400b94b405a9a06cf779.jpg_414_262.jpg
shanghai,迪士尼 转机客地铁站 川沙中心 大床房,"
                                        4.4
                                    ",1室,整租,宜住2人,￥138,//pics.muniao.com//UploadFiles/root/room/114522/thumb/ddc7c61cd2144642a82a9471bdff2c24.jpg_414_262.jpg
shanghai,地铁口 独卫 高速WiFi 迷你公寓一居室,"
                                        4.6
                                    ",1室,整租,宜住2人,￥59,//pics.muniao.com//UploadFiles/root/room/31924/thumb/b60912db68bf4e5ab61c1bf36a49e6cd.jpg_414_262.jpg
shanghai,虹桥机场火车站直达-交大徐汇古北一地铁地铁三分钟（可长租）,5.0,2室,单间出租,宜住1人,￥228,//pics.muniao.com//UploadFiles/thumb/image/20190424/ece79a6c4f284a7fa978f6c1be1cf10120190424095433156.jpg_414_262.jpg
shanghai,上海浦东周浦万达广场豪华居家一室 有家的感觉 近地铁周浦站,"
                                        4.9
                                    ",1室,整租,宜住2人,￥268,//pics.muniao.com//UploadFiles/root/room/31608/thumb/bcbf3308fd5e47fab13caa42ef258f9b.jpg_414_262.jpg
shanghai,【复古工业风】 陆家嘴/东方明珠直达外滩 一居室,"
                                        4.0
                                    ",1室,整租,宜住2人,￥298,//pics.muniao.com//UploadFiles/root/room/269690/thumb/8f1c1556615f4f41b23c22e37b87a276.jpg_414_262.jpg
shanghai,毗邻虹桥火车站13号线金运路步行7分钟,"
                                        5.0
                                    ",4室,单间出租,宜住2人,￥79,//pics.muniao.com//UploadFiles/root/room/93505/thumb/b3a21e2136784e009f636975e0931916.jpg_414_262.jpg
shanghai,八号线上盖豪华大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥358,//pics.muniao.com//UploadFiles/root/room/81354/thumb/71a73d43f65040f2817827fd32bcc7e3.jpg_414_262.jpg
shanghai,浦东新区 世纪公园 一居室 日租短租,"
                                        5.0
                                    ",1室,整租,宜住2人,￥368,//pics.muniao.com//UploadFiles/root/room/72727/thumb/db02b4042c134c2bafd0de062a2ca8e3.jpg_414_262.jpg
shanghai,温馨一室户近欢乐谷/玛雅/9号线泗泾站,"
                                        4.2
                                    ",1室,整租,宜住2人,￥268,//pics.muniao.com//UploadFiles/root/room/275683/thumb/817f7b799b274357aca9e20e7f17d0e0.jpg_414_262.jpg
shanghai,*忆轩*胸科医院光华医院-家庭房,"
                                        5.0
                                    ",2室,单间出租,宜住3人,￥210,//pics.muniao.com//UploadFiles/root/room/176543/thumb/ad06e48348f547daa52e83e17c3c3bc4.jpg_414_262.jpg
shanghai,南京西路地铁口大露台两居/吴江美食街/美国领事馆签证处/近长征医院/直达会展中心,"
                                        4.9
                                    ",2室,整租,宜住4人,￥799,//pics.muniao.com//UploadFiles/root/room/164319/thumb/28f7389b77ce4f6693cf80b50f9ff953.jpg_414_262.jpg
shanghai,繁华淮海路环贸旁老洋房/地铁三分钟/一室套,"
                                        4.8
                                    ",1室,整租,宜住2人,￥507,//pics.muniao.com//UploadFiles/root/room/96354/thumb/c7503fb44a8f4c3d8c5b723474df8315.jpg_414_262.jpg
shanghai,6132繁华淮海路/私人投影影院/地铁3分钟/行李,"
                                        4.9
                                    ",1室,整租,宜住2人,￥398,//pics.muniao.com//UploadFiles/root/room/96348/thumb/c71a444a5b264bab882d328bcaa98ab2.jpg_414_262.jpg
shanghai,松江大学城 欢乐谷 虹桥火车站大床房,"
                                        4.6
                                    ",1室,整租,宜住2人,￥89,//pics.muniao.com//UploadFiles/root/room/16860/thumb/83c834c8429f4c9dafe83179e4813bc5.jpg_414_262.jpg
shanghai,市中心新天地商圈四人家庭影院套房,"
                                        4.8
                                    ",2室,整租,宜住4人,￥686,//pics.muniao.com//UploadFiles/thumb/image/20180903/b074caf1d4c74f649bc080fd53bfcfd320180903144711787.jpg_414_262.jpg
shanghai,好友家迪士尼 转机客川沙中心 单床房,"
                                        4.3
                                    ",1室,整租,宜住1人,￥109,//pics.muniao.com//UploadFiles/root/room/113726/thumb/4e6e21a42e9e4e81a5dcd28fd3359641.jpg_414_262.jpg
shanghai,新天地黄浦区市中心人民广场外滩豫园涉外公寓,"
                                        5.0
                                    ",3室,单间出租,宜住1人,￥299,//pics.muniao.com//UploadFiles/root/room/72261/thumb/c8341b7e0f9f4bda974ff932a24af591.jpg_414_262.jpg
shanghai,妙妙屋新场古镇清新风迪士尼卡单间,"
                                        5.0
                                    ",3室,单间出租,宜住2人,￥380,//pics.muniao.com//UploadFiles/thumb/image/20181029/2b236867ed9c4d9db2d99e631ad6e43b20181029122859587.jpg_414_262.jpg
shanghai,温馨双床房（81号）距离新华医院50米,5.0,1室,整租,宜住4人,￥368,//pics.muniao.com//UploadFiles/thumb/image/20180910/fbeffef8534245279afe7424dac370dc20180910171741237.jpg_414_262.jpg
shanghai,地铁有13号线丰庄路11号线温馨单间房,"
                                        3.7
                                    ",6室,单间出租,宜住1人,￥65,//pics.muniao.com//UploadFiles/thumb/image/20180907/e40a27451851455b91434c7be7434bf020180907101409089.jpg_414_262.jpg
shanghai,4分钟地铁站 /复旦儿科/上戏,"
                                        5.0
                                    ",1室,整租,宜住2人,￥349,//pics.muniao.com//UploadFiles/thumb/image/20180906/0f56a40470c34770af34a407d27bf1d620180906142919047.jpg_414_262.jpg
shanghai,在浦东机场和迪士尼中间主要位置的温馨一居室,"
                                        4.7
                                    ",1室,整租,宜住3人,￥398,//pics.muniao.com//UploadFiles/thumb/image/20180907/ecd3c62e5b9740329d2e7b8720db56df20180907202930846.jpg_414_262.jpg
shanghai,月租2699元/月起，地铁3号线大柏树站旁，可短租押一付一,"
                                        4.0
                                    ",1室,整租,宜住2人,￥199,//pics.muniao.com//UploadFiles/root/room/107088/thumb/e8ec162407724aa6ab22751fdfb57a78.jpg_414_262.jpg
shanghai,地铁9号线 独立卫浴附阳台 高速上网一居室,"
                                        4.6
                                    ",1室,整租,宜住2人,￥89,//pics.muniao.com//UploadFiles/root/room/32008/thumb/d72a641ca4f34d3aab3ceb37d3973b1c.jpg_414_262.jpg
shanghai,浦东新区2号线唐镇 精装公寓 一室 近迪士尼乐园,5.0,1室,整租,宜住2人,￥558,//pics.muniao.com//UploadFiles/root/room/182217/thumb/81ad9d8be3bb4f02af62a9338ac30732.jpg_414_262.jpg
shanghai,五官科附近可烧饭地铁近大床房,"
                                        5.0
                                    ",3室,单间出租,宜住2人,￥168,//pics.muniao.com//UploadFiles/root/room/178035/thumb/dd4a963645bb4efab08ce8bca8f279a7.jpg_414_262.jpg
shanghai,会亲朋找工作住我家吧单人房,"
                                        4.8
                                    ",4室,单间出租,宜住1人,￥65,//pics.muniao.com//UploadFiles/root/room/28550/thumb/fc77887ba6954065a9e7c78f192c6fc0.jpg_414_262.jpg
shanghai,&宿里& 近碧海金沙 渔人码头温馨海景房,"
                                        4.7
                                    ",2室,整租,宜住5人,￥398,//pics.muniao.com//UploadFiles/root/room/41004/thumb/648ecdcffc2b422f86e93cae03d6edb1.jpg_414_262.jpg
shanghai,159iapm泰戈尔旧居旁老房子套房近地铁,"
                                        5.0
                                    ",1室,整租,宜住2人,￥596,//pics.muniao.com//UploadFiles/root/room/146530/thumb/70b4fa42a9284bc5b325b642ff004b18.jpg_414_262.jpg
shanghai,上海11号南翔站到市内各处迪斯尼,"
                                        3.8
                                    ",3室,单间出租,宜住2人,￥89,//pics.muniao.com//UploadFiles/root/room/135222/thumb/ce509b09537144b28ce5ed9a5d88e9dd.jpg_414_262.jpg
shanghai,朱家角度假区附近 河景大床房  ,"
                                        5.0
                                    ",1室,整租,宜住2人,￥399,//pics.muniao.com//UploadFiles/root/room/87405/thumb/2dfc775b7d8b4d43810ee70a622ad47b.jpg_414_262.jpg
shanghai,崇明老城八一路步行街旁朋友聚会两居室,"
                                        5.0
                                    ",2室,整租,宜住5人,￥788,//pics.muniao.com//UploadFiles/root/room/158071/thumb/9320778097844973b292981bb977e212.jpg_414_262.jpg
shanghai,电梯房120平创智天地上海肺科医院复旦财大,"
                                        5.0
                                    ",3室,整租,宜住6人,￥838,//pics.muniao.com//UploadFiles/root/room/149605/thumb/c99e54842024475f9d742ab7021e7cbe.jpg_414_262.jpg
shanghai,上海奉贤施家湾 悦达南郊华都 豪华欧式精装单人间,"
                                        5.0
                                    ",1室,整租,宜住2人,￥198,//pics.muniao.com//UploadFiles/root/room/138617/thumb/1c88be4002af4bbe926c4565593dd396.jpg_414_262.jpg
shanghai,可视频连线看房，迪士尼11号线御桥站新国展复式loft北欧二室豪华影音投影大套房,"
                                        4.6
                                    ",2室,整租,宜住4人,￥520,//pics.muniao.com//UploadFiles/root/thumb/240512/5fb07af68311451087a61f60c3173a43.jpg_414_262.jpg
shanghai,*兰居*地铁虹桥路宋园路站-温馨单间出租,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥128,//pics.muniao.com//UploadFiles/root/room/123921/thumb/9c170cb81a5d4191a2c27762238c46f9.jpg_414_262.jpg
shanghai,伊朗大使馆对门/复古老公寓/交通生活便利,"
                                        4.8
                                    ",1室,整租,宜住2人,￥596,//pics.muniao.com//UploadFiles/root/room/96356/thumb/a7223c5d7c7f4b2c9b885940c05d7b64.jpg_414_262.jpg
shanghai,免费接送迪士尼/含早/日式榻榻米,"
                                        5.0
                                    ",1室,整租,宜住3人,￥299,//pics.muniao.com//UploadFiles/root/thumb/200613/b4094f8384594a4db216e5961a77e7f8.jpg_414_262.jpg
shanghai,地铁口大空间 全景落地窗 独卫 可上网一居室,"
                                        4.6
                                    ",1室,整租,宜住2人,￥89,//pics.muniao.com//UploadFiles/root/room/31926/thumb/641dc903db574aaea199f51024da0762.jpg_414_262.jpg
shanghai,11号线13号线附近温馨大床房,5.0,5室,单间出租,宜住2人,￥119,//pics.muniao.com//UploadFiles/thumb/image/20180907/6520320086eb4c31bc20033f0c2a88ea20180907102447364.jpg_414_262.jpg
shanghai,2-3世纪公园地铁口带阳台卧室只接受女性单间,"
                                        5.0
                                    ",4室,单间出租,宜住1人,￥88,//pics.muniao.com//UploadFiles/root/room/189384/thumb/b89dff163f1a476d8cfae185189d553a.jpeg_414_262.jpeg
shanghai,13号线金运路 万达广场附近 单间大床房,"
                                        4.6
                                    ",2室,单间出租,宜住2人,￥89,//pics.muniao.com//UploadFiles/thumb/image/20170428/d84b6df90c34482791f6bda8ca18084920170428112015416.jpg_414_262.jpg
shanghai,毗邻虹桥火车站机场地铁13号线金运路直达南京西路x,"
                                        5.0
                                    ",4室,单间出租,宜住2人,￥109,//pics.muniao.com//UploadFiles/thumb/image/20170227/85c61d12cf524e31bcdd32748dd8c8ba20170227225650416.jpg_414_262.jpg
shanghai,13号线金运路万达广场阳光大床房,"
                                        5.0
                                    ",4室,单间出租,宜住2人,￥99,//pics.muniao.com//UploadFiles/root/room/76679/thumb/64f2877bd7b74e63b0c1d347742b2e72.jpg_414_262.jpg
shanghai,13号线 轻纺市场附近 单间出租,"
                                        4.8
                                    ",3室,单间出租,宜住2人,￥109,//pics.muniao.com//UploadFiles/thumb/image/20170503/8309bf041c1e445ca888df4d0667858020170503223755559.jpg_414_262.jpg
shanghai,3/4/7线镇坪路站 浪漫花园loft 采光通风好,"
                                        4.8
                                    ",1室,整租,宜住2人,￥218,//pics.muniao.com//UploadFiles/root/room/88924/thumb/623f518caed54ce688f164f32279e21b.jpg_414_262.jpg
shanghai,中山公园文艺愚园路钱学森故居带超酷投影仪一居,"
                                        5.0
                                    ",1室,整租,宜住2人,￥358,//pics.muniao.com//UploadFiles/root/room/269217/thumb/3b665d469cd54e73a22bc73767979764.jpg_414_262.jpg
shanghai,11号线嘉定新城温馨小屋地铁直达徐家汇/迪斯尼/独享幽静空间,"
                                        5.0
                                    ",1室,整租,宜住2人,￥300,//pics.muniao.com//UploadFiles/thumb/image/20181008/0b7ff96210964f67b60f06169788c25f20181008143238587.jpg_414_262.jpg
shanghai,松江大学城附近单间可住2人,5.0,2室,单间出租,宜住2人,￥168,//pics.muniao.com//UploadFiles/root/room/161849/thumb/c73da7832d234af0a5b9cf2a01717d9d.jpg_414_262.jpg
shanghai,只接受妹子，2号线世纪公园地铁口朝北，单间,"
                                        4.6
                                    ",3室,单间出租,宜住1人,￥98,//pics.muniao.com//UploadFiles/thumb/image/20180502/8ec37d850fe74de18627473ccae1235120180502135832106.jpg_414_262.jpg
shanghai,近3/4/7号线镇坪路 温馨舒适精装大床房 带电视,"
                                        4.5
                                    ",1室,整租,宜住2人,￥148,//pics.muniao.com//UploadFiles/root/room/88931/thumb/ed6569b1d1e5456c9ef98c64cdb8a00e.jpg_414_262.jpg
shanghai,靠近地铁13号线金运路次卧大床房,"
                                        3.6
                                    ",4室,单间出租,宜住2人,￥89,//pics.muniao.com//UploadFiles/thumb/image/20161201/0603d34a1ac3467e832cfa6cadc4bf8620161201190253855.jpg_414_262.jpg
shanghai,双地铁 近上海站 南京西路 静安寺归去来公寓,"
                                        5.0
                                    ",1室,整租,宜住2人,￥505,//pics.muniao.com//UploadFiles/root/room/143078/thumb/c36a01687b9f4732b21c050cfd150305.jpg_414_262.jpg
shanghai,1218经典石库门*私人影院*5分钟地铁*行李寄存,"
                                        4.6
                                    ",2室,整租,宜住4人,￥791,//pics.muniao.com//UploadFiles/root/room/96362/thumb/069b68d49dd7494c9695681c6924b264.jpg_414_262.jpg
shanghai,宽敞舒适loft 工作娱乐两不误 近3/4/7线镇坪路,"
                                        4.8
                                    ",1室,整租,宜住2人,￥198,//pics.muniao.com//UploadFiles/root/room/88925/thumb/aa4d5210fc7d4bfe8360317b99f1a919.jpg_414_262.jpg
shanghai,迪士尼HELLO KITTY主题亲子家庭房双床大床,"
                                        5.0
                                    ",1室,整租,宜住4人,￥458,//pics.muniao.com//UploadFiles/root/room/87906/thumb/7faf10ddf6c647de8f45e5dc7caa88c0.jpg_414_262.jpg
shanghai,设计师北欧简约时尚摇篮复式免费接送迪士尼含早/代买门票,"
                                        5.0
                                    ",1室,整租,宜住4人,￥438,//pics.muniao.com//UploadFiles/root/thumb/200613/6daa21e38e5a445aae0221729ca829cc.jpg_414_262.jpg
shanghai,免费接送迪士尼含早/代买门票/春意/时尚简约全景落地玻璃窗/临近野生动物园,"
                                        5.0
                                    ",1室,整租,宜住3人,￥488,//pics.muniao.com//UploadFiles/root/room/76543/thumb/1a3ffc0da85542408ab4bd0997debbc9.jpg_414_262.jpg
shanghai,迪士尼乐园接送/毅墅粉色Kitty猫大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥198,//pics.muniao.com//UploadFiles/thumb/image/20181014/8315b018b0c348bf92e83abeed929f5a20181014095406406.jpg_414_262.jpg
shanghai,免费接送迪士尼含双早/float吊椅投影大床房/代买门票/地铁2直达外滩,"
                                        5.0
                                    ",1室,整租,宜住2人,￥338,//pics.muniao.com//UploadFiles/root/room/76546/thumb/3907d1969b9843529f1aa58d7ac045ad.jpg_414_262.jpg
